EntryTime,Signal,EntryPrice,ExitPrice,ProfitLoss
01/02/2025 14:30:00,Buy,512.43,516.08,1527.107815
01/02/2025 15:20:00,Buy,512.54,513.05,-1.369550
01/02/2025 15:30:00,Buy,512.38,514.3006,689.55725300
01/02/2025 17:05:00,Buy,513.0025,513.87,173.84530125
01/02/2025 17:40:00,Buy,507.25,507.92,80.720255
01/02/2025 18:00:00,Buy,506.27,507.8679,543.23386290
01/02/2025 18:10:00,Buy,506.82,508.76,714.672790
01/02/2025 19:30:00,Buy,508.39,509.13,115.388760
01/02/2025 19:55:00,Buy,507.64,510.05,950.577500
01/02/2025 20:20:00,Buy,509.85,510.64,139.597745
01/03/2025 14:30:00,Buy,514.2197,516.09,670.79684925
01/03/2025 14:40:00,Buy,516.343,514.56,-1137.7334925
01/03/2025 14:55:00,Buy,515.48,516.37,184.418975
01/03/2025 15:10:00,Buy,514.61,515.29,81.534700
01/03/2025 15:50:00,Buy,514.79,515.27,-17.304820
01/03/2025 16:05:00,Buy,514.61,517.31,1078.915760
01/03/2025 18:15:00,Buy,517.75,518.23,-18.767060
01/06/2025 14:30:00,Buy,525.17,526.8421,558.14775365
01/06/2025 18:55:00,Buy,523.38,523.45,-221.719935
01/06/2025 19:15:00,Buy,523.37,523.49,-197.277270
01/06/2025 19:55:00,Buy,522.34,523.94,526.584540
01/06/2025 20:30:00,Buy,524.02,524.27,-134.056905
01/07/2025 14:30:00,Buy,524.6,524.7838,-166.35524720
01/07/2025 15:05:00,Buy,520.207,521.05,158.6067780
01/07/2025 15:30:00,Buy,518.65,519.76,291.852730
01/07/2025 16:10:00,Buy,518.92,519.604,81.3805720
01/07/2025 16:50:00,Buy,517.3,517.79,-13.662320
01/07/2025 17:25:00,Buy,516.833,517.51,79.2749360
01/07/2025 17:35:00,Buy,516.94,518.42,477.310720
01/07/2025 18:40:00,Buy,517.3,517.17,-321.675795
01/07/2025 18:55:00,Buy,517.15,517.72,26.072240
01/07/2025 20:25:00,Buy,514.4228,515.57,315.46959640
01/08/2025 14:35:00,Buy,513.77,515.92,817.577500
01/08/2025 15:05:00,Buy,515,512.38,-1569.978690
01/08/2025 15:15:00,Buy,513.49,514.89,442.019190
01/08/2025 16:00:00,Buy,514.15,514.239,-212.1720555
01/08/2025 16:15:00,Buy,514.59,514.57,-266.220840
01/08/2025 16:40:00,Buy,516.376,516.01,-437.5677280
01/08/2025 17:00:00,Buy,514.836,514.3958,-474.54350230
01/08/2025 17:25:00,Buy,511.14,512.08,213.766610
01/08/2025 17:50:00,Buy,512.675,513,-93.5430750
01/08/2025 18:00:00,Buy,514.28,515.785,492.0138475
01/08/2025 18:50:00,Buy,513.63,514.08,-31.799790
01/08/2025 19:10:00,Buy,514.44,515.9,469.580510
01/08/2025 19:35:00,Buy,514.81,514.79,-266.330400
01/08/2025 19:50:00,Buy,514.4,515.06,72.344460
01/08/2025 20:10:00,Buy,513.8701,514.74,177.08628510
01/08/2025 20:30:00,Buy,514.54,515.3101,127.07712510
01/10/2025 14:30:00,Buy,510.68,509.185,-1006.4761150
01/10/2025 14:40:00,Buy,509.77,507.75,-1266.908760
01/10/2025 15:00:00,Buy,505.47,508.195,1115.7382525
01/10/2025 16:00:00,Buy,505.9389,506.1,-174.18432225
01/10/2025 16:25:00,Buy,505.46,506.19,113.208375
01/10/2025 16:55:00,Buy,504.5,504.84,-83.323020
01/10/2025 17:15:00,Buy,505.2584,510.35,2314.81687900
01/10/2025 19:05:00,Buy,508.4,508.54,-186.445820
01/10/2025 19:45:00,Buy,508.03,508.92,193.051650
01/10/2025 20:15:00,Buy,507.16,507.31,-181.475380
01/10/2025 20:30:00,Buy,506.83,507.225,-56.9099700
01/10/2025 20:45:00,Buy,506.91,507.92,254.810595
01/13/2025 14:35:00,Buy,500.27,502.1,684.339725
01/13/2025 15:10:00,Buy,501.43,503.395,753.2325625
01/13/2025 16:00:00,Buy,501.735,501.258,-504.9041940
01/13/2025 16:10:00,Buy,501.27,501.08,-356.646300
01/13/2025 16:25:00,Buy,501,502.46,493.509050
01/13/2025 16:55:00,Buy,500.53,500.71,-165.760540
01/13/2025 17:05:00,Buy,501.7239,502.27,22.71307075
01/13/2025 17:25:00,Buy,503.17,504.18,260.251050
01/13/2025 18:05:00,Buy,503.975,504.46,-9.8585775
01/13/2025 18:40:00,Buy,503.68,504.6,213.752040
01/13/2025 19:10:00,Buy,503.2799,503.5278,-131.32897890
01/13/2025 19:45:00,Buy,503.89,504.56,85.042575
01/13/2025 20:20:00,Buy,503.925,504.04,-199.9370050
01/13/2025 20:35:00,Buy,504.02,505.3,397.749420
01/13/2025 20:55:00,Buy,505.6,505.89,-110.461440
01/14/2025 14:30:00,Buy,508.71,508.82,-202.971385
01/14/2025 14:50:00,Buy,507.2194,508.93,613.28790300
01/14/2025 16:00:00,Buy,504.28,504.8099,13.03249570
01/14/2025 16:40:00,Buy,503.34,503.5388,-156.88929100
01/14/2025 16:55:00,Buy,502.79,503.44,75.645775
01/14/2025 17:30:00,Buy,502.5082,506.4301,1763.39431860
01/14/2025 18:45:00,Buy,506.79,507.03,-137.458650
01/14/2025 18:55:00,Buy,506.9304,506.73,-364.22355300
01/14/2025 20:00:00,Buy,501.94,506.22,1959.702480
01/15/2025 14:30:00,Buy,513.35,516.68,1438.457335
01/15/2025 15:45:00,Buy,515.38,515.5,-202.465280
01/15/2025 16:40:00,Buy,513.44,513.95,-1.899230
01/15/2025 17:10:00,Buy,514.4649,514.365,-315.14356935
01/15/2025 17:20:00,Buy,514.33,514.7939,-25.93891840
01/15/2025 17:40:00,Buy,515.5491,515.63,-222.12636005
01/15/2025 17:55:00,Buy,514.6801,516.49,661.39493945
01/15/2025 20:55:00,Buy,516.53,516.14,-463.137185
01/16/2025 14:30:00,Buy,517.27,517.8,6.344685
