EntryTime,Signal,EntryPrice,ExitPrice,ProfitLoss
01/02/2025 14:30:00,Buy,512.43,515.9152,1446.89034380
01/02/2025 15:20:00,Buy,512.54,513.5694,253.00919700
01/02/2025 16:00:00,Buy,510.8557,514.3006,1442.70235020
01/02/2025 17:05:00,Buy,513.0025,513.87,174.55342875
01/02/2025 17:45:00,Buy,506.15,507.8679,605.44552500
01/02/2025 18:10:00,Buy,506.82,508.76,717.537210
01/02/2025 19:30:00,Buy,508.39,510.05,575.390000
01/02/2025 20:30:00,Buy,509.88,510.64,124.870000
01/03/2025 14:30:00,Buy,514.2197,516.09,672.15199440
01/03/2025 14:45:00,Buy,514.93,516.37,459.401950
01/03/2025 15:10:00,Buy,514.61,515.35,112.059960
01/03/2025 16:20:00,Buy,515.78,517.08,389.434290
01/06/2025 14:30:00,Buy,525.17,525.02,-330.121455
01/06/2025 14:40:00,Buy,525.255,526.34,272.8908200
01/06/2025 14:50:00,Buy,526.37,527.02,60.172840
01/06/2025 16:25:00,Buy,527.72,526.96,-625.647240
01/06/2025 17:00:00,Buy,526.96,526.56,-450.405360
01/06/2025 18:55:00,Buy,523.38,523.555,-170.0521400
01/06/2025 19:25:00,Buy,523.49,523.36,-318.871400
01/06/2025 19:55:00,Buy,522.34,523.94,525.507680
01/06/2025 20:25:00,Buy,523.92,524.7,124.776720
01/07/2025 14:30:00,Buy,524.6,525.03,-46.269720
01/07/2025 14:45:00,Buy,524.82,524.7838,-273.20792530
01/07/2025 15:05:00,Buy,520.207,521.05,158.2844065
01/07/2025 15:30:00,Buy,518.65,519.76,291.261935
01/07/2025 16:10:00,Buy,518.92,519.97,261.563615
01/07/2025 16:50:00,Buy,517.3,517.79,-13.634775
01/07/2025 17:25:00,Buy,516.833,517.51,79.2749360
01/07/2025 17:35:00,Buy,516.94,518.42,477.310720
01/07/2025 18:40:00,Buy,517.3,517.72,-48.364960
01/07/2025 19:45:00,Buy,516.48,516.6999,-147.45490515
01/07/2025 20:00:00,Buy,516.3899,515.81,-544.71197515
01/07/2025 20:25:00,Buy,514.4228,515.57,314.83739280
01/08/2025 14:35:00,Buy,513.77,515.41,561.579590
01/08/2025 14:50:00,Buy,514.21,515.92,597.467500
01/08/2025 15:10:00,Buy,512.38,514.11,612.027765
01/08/2025 16:00:00,Buy,514.15,515.935,637.5186650
01/08/2025 17:00:00,Buy,514.836,514.3958,-480.27239770
01/08/2025 17:25:00,Buy,511.14,511.54,-56.226700
01/08/2025 17:40:00,Buy,512.42,513,33.914160
01/08/2025 18:00:00,Buy,514.28,515.785,496.9636850
01/08/2025 18:45:00,Buy,514.77,514.3701,-459.97843515
01/08/2025 19:10:00,Buy,514.44,515.9,474.304660
01/08/2025 19:25:00,Buy,516.63,515.1201,-1014.91330005
01/08/2025 19:35:00,Buy,514.81,514.4,-463.227105
01/08/2025 20:30:00,Buy,514.54,515.17,57.572500
01/10/2025 14:30:00,Buy,510.68,509.185,-1010.4859800
01/10/2025 14:55:00,Buy,508.35,509.36,252.577080
01/10/2025 16:00:00,Buy,505.9389,505.97,-240.75120615
01/10/2025 16:10:00,Buy,505.275,506.1,161.8914375
01/10/2025 16:30:00,Buy,505.21,506.19,240.944400
01/10/2025 16:55:00,Buy,504.5,504.3301,-343.22636045
01/10/2025 17:05:00,Buy,504.43,504.84,-48.074580
01/10/2025 17:20:00,Buy,504.9976,510.35,2461.12090960
01/10/2025 19:05:00,Buy,508.4,509.16,127.870980
01/10/2025 19:45:00,Buy,508.03,508.92,194.577750
01/10/2025 20:55:00,Buy,507.21,507.46,-131.498185
01/13/2025 14:30:00,Buy,501.2,500.27,-739.689995
01/13/2025 14:40:00,Buy,501.59,502.1,4.199825
01/13/2025 15:10:00,Buy,501.43,503.395,753.2325625
01/13/2025 16:35:00,Buy,501.25,502.46,366.110965
01/13/2025 16:50:00,Buy,501.37,500.71,-600.257680
01/13/2025 17:05:00,Buy,501.7239,502.8,296.10043380
01/13/2025 17:20:00,Buy,503.1,504.18,296.825400
01/13/2025 18:00:00,Buy,504.11,503.68,-480.022030
01/13/2025 19:10:00,Buy,503.2799,504.23,229.42135570
01/13/2025 19:45:00,Buy,503.89,504.28,-58.639690
01/13/2025 20:20:00,Buy,503.925,505.89,750.4875450
01/14/2025 14:30:00,Buy,508.71,508.82,-203.768915
01/14/2025 14:50:00,Buy,507.2194,507.41,-162.15792640
01/14/2025 15:05:00,Buy,508.56,508.76,-157.416600
01/14/2025 15:40:00,Buy,507.36,506.19,-856.832025
01/14/2025 16:00:00,Buy,504.28,505.23,227.965440
01/14/2025 16:35:00,Buy,504.33,503.34,-766.337355
01/14/2025 16:55:00,Buy,502.79,503.44,75.352005
01/14/2025 17:35:00,Buy,503.01,504.55,531.580860
01/14/2025 18:20:00,Buy,505.06,506.4301,442.54973440
01/14/2025 20:00:00,Buy,501.94,506.22,1948.374720
01/15/2025 14:30:00,Buy,513.35,516.68,1430.012380
01/15/2025 15:50:00,Buy,515.77,515.5,-399.888215
01/15/2025 16:30:00,Buy,513.7423,514.13,-64.38043650
01/15/2025 16:40:00,Buy,513.44,514.46,258.085500
01/15/2025 17:10:00,Buy,514.4649,515.63,330.87674795
01/15/2025 17:55:00,Buy,514.6801,515.87,344.05872450
01/16/2025 14:30:00,Buy,517.27,517.8,6.332220
01/16/2025 15:00:00,Buy,516.26,516.91,67.908235
01/16/2025 15:10:00,Buy,515.9,516.69,139.315845
01/16/2025 15:25:00,Buy,516.16,516.79,57.897750
01/16/2025 15:40:00,Buy,516.12,516.09,-278.513550
01/16/2025 15:55:00,Buy,517.32,517.885,24.0779300
01/16/2025 16:05:00,Buy,518.325,517.369,-747.2404290
01/16/2025 16:35:00,Buy,515.95,516.08,-196.095620
01/16/2025 17:05:00,Buy,516.83,516.775,-289.9038675
01/16/2025 18:45:00,Buy,514.005,514.16,-182.7729925
01/16/2025 19:00:00,Buy,514.605,515.2701,76.28252460
01/16/2025 19:20:00,Buy,514.67,515.4451,132.10156460
01/16/2025 19:45:00,Buy,515.6979,516.26,23.38337235
01/17/2025 14:35:00,Buy,519.97,520.55,30.049220
01/17/2025 15:35:00,Buy,520.94,521.58,59.607480
01/17/2025 16:15:00,Buy,521.5,522.18,79.396320
01/17/2025 17:00:00,Buy,521.1986,522.69,486.66676140
01/17/2025 20:20:00,Buy,522.2,521.73,-497.966430
01/17/2025 20:50:00,Buy,522.37,521.12,-887.644245
01/21/2025 14:50:00,Buy,521.47,522.62,313.977500
01/21/2025 15:00:00,Buy,521.77,522.184,-54.0964770
01/21/2025 15:10:00,Buy,520.34,522.83,988.144330
01/21/2025 15:35:00,Buy,522.35,522.71,-81.590060
01/21/2025 15:50:00,Buy,522.48,523.04,18.694480
01/21/2025 16:20:00,Buy,522.54,522.78,-141.895320
01/21/2025 17:00:00,Buy,523.66,524.43,122.977500
01/21/2025 17:40:00,Buy,524.6395,525.2004,17.95404495
01/21/2025 19:15:00,Buy,524.77,524.59,-351.635320
01/21/2025 20:30:00,Buy,525.17,524.605,-542.7639750
01/21/2025 20:55:00,Buy,524.66,525.78,296.200440
01/22/2025 14:30:00,Buy,530.64,531.89,354.336355
01/22/2025 15:00:00,Buy,531.75,532.25,-15.744000
01/22/2025 15:55:00,Buy,531.45,532.33,171.618230
01/22/2025 16:25:00,Buy,532.8,533.1,-114.61140
01/22/2025 17:40:00,Buy,532.76,532.96,-163.434260
01/22/2025 18:15:00,Buy,532.2398,532.26,-251.92855080
01/22/2025 19:35:00,Buy,532,532.31,-109.078105
01/22/2025 20:05:00,Buy,532.28,531.92,-438.021100
01/22/2025 20:45:00,Buy,531.85,531.96,-207.155355
01/23/2025 14:30:00,Buy,529.26,529.6315,-77.86725475
01/23/2025 14:50:00,Buy,529.3763,529.35,-273.38626980
01/23/2025 15:15:00,Buy,528.84,529.41,20.110500
01/23/2025 18:45:00,Buy,530.6401,529.97,-589.39887955
01/23/2025 20:00:00,Buy,530.46,531.08,43.722700
01/23/2025 20:25:00,Buy,530.98,531.06,-220.548780
01/24/2025 14:30:00,Buy,532.38,533.43,252.342360
01/24/2025 15:10:00,Buy,532.318,532.27,-283.1834720
01/24/2025 15:25:00,Buy,531.74,531.74,-259.489120
01/24/2025 15:55:00,Buy,531.59,531.94,-88.701320
01/24/2025 17:55:00,Buy,530.485,530.63,-188.5376175
01/24/2025 19:15:00,Buy,528.33,528.71,-72.774800
01/24/2025 19:25:00,Buy,528.74,528.685,-286.0191250
01/24/2025 19:50:00,Buy,529.33,529.76,-48.677505
01/27/2025 14:30:00,Buy,513.6701,515.32,571.10868985
01/27/2025 15:00:00,Buy,514.59,517.6,1256.928120
01/27/2025 16:20:00,Buy,513.24,513.01,-376.764375
01/27/2025 16:35:00,Buy,512.7,514.02,408.966480
01/27/2025 16:50:00,Buy,512.56,513.91,425.076620
01/27/2025 17:55:00,Buy,511.2801,512.64,432.44937450
01/27/2025 18:45:00,Buy,511.98,512.16,-169.355700
01/27/2025 18:55:00,Buy,511.47,513.925,992.5165775
01/27/2025 19:30:00,Buy,513.28,511.86,-987.543270
01/27/2025 19:45:00,Buy,510.72,514.05,1439.801265
01/28/2025 14:30:00,Buy,514.18,519.21,2306.298855
01/28/2025 15:30:00,Buy,518.21,518.61,-60.507510
01/28/2025 15:50:00,Buy,517.81,518.9,292.110595
01/28/2025 16:25:00,Buy,517.7199,518.6157,193.34768640
01/28/2025 17:00:00,Buy,519.88,521.37,494.381250
01/28/2025 17:35:00,Buy,521.33,520.85,-510.555900
01/28/2025 17:45:00,Buy,520.8509,521.09,-143.47205905
01/28/2025 17:55:00,Buy,521.03,521.68,65.480305
01/28/2025 19:00:00,Buy,520.6,522.96,935.653980
01/29/2025 14:40:00,Buy,520.25,521.41,327.255040
01/29/2025 15:40:00,Buy,519.4305,519.88,-35.98964325
01/29/2025 16:20:00,Buy,520.31,520.02,-414.804480
01/29/2025 17:20:00,Buy,520.8957,520.28,-580.64309135
01/29/2025 18:00:00,Buy,517.29,519.715,978.0332175
01/29/2025 19:00:00,Buy,518.46,521.27,1177.129390
01/29/2025 19:55:00,Buy,521.01,521.56,14.759510
01/29/2025 20:50:00,Buy,520.73,519.07,-1120.468600
01/30/2025 14:30:00,Buy,522.9601,525.82,1191.11007450
01/30/2025 15:25:00,Buy,520.9053,522.03,310.06142790
01/30/2025 15:50:00,Buy,520.34,522.58,885.048100
01/30/2025 17:55:00,Buy,521.37,522.335,228.6641100
01/30/2025 19:35:00,Buy,522.89,523.36,-27.359375
01/30/2025 19:50:00,Buy,523.59,523.9403,-89.16108710
01/30/2025 20:35:00,Buy,522.47,523.35,183.901350
01/31/2025 14:30:00,Buy,527.83,529.8804,775.98784800
01/31/2025 17:00:00,Buy,529.79,529.89,-219.218400
01/31/2025 17:25:00,Buy,530.8,530.4157,-464.77318780
01/31/2025 18:30:00,Buy,526.26,527.0388,129.10110720
01/31/2025 19:05:00,Buy,525.01,526.2639,373.59894465
01/31/2025 19:35:00,Buy,524.185,524.07,-329.1506625
01/31/2025 20:00:00,Buy,522.06,521.98,-310.642320
