EntryTime,Signal,EntryPrice,ExitPrice,ProfitLoss
01/02/2025 14:30:00,Buy,512.43,516.08,1527.107815
01/02/2025 15:10:00,Sell,516.142,512.54,1503.6899330
01/02/2025 15:25:00,Buy,513.05,513.5694,3.00251790
01/02/2025 15:55:00,Sell,512.7094,510.8557,661.56530285
01/02/2025 16:05:00,Buy,511.5,514.3006,1132.41135150
01/02/2025 16:50:00,Sell,513.36,513.0025,-77.21790000
01/02/2025 17:10:00,Sell,513.87,506.15,3568.945050
01/02/2025 17:50:00,Buy,507.2049,507.8679,79.13097240
01/02/2025 18:10:00,Buy,506.82,507.6725,175.73415875
01/02/2025 18:30:00,Buy,506.15,507.78,572.747850
01/02/2025 19:10:00,Buy,507.67,510.05,954.281400
01/02/2025 20:20:00,Buy,509.85,510.64,142.675050
01/03/2025 14:30:00,Buy,514.2197,516.09,685.70344590
01/03/2025 14:40:00,Buy,516.343,516.37,-247.1250325
01/03/2025 15:05:00,Sell,515.92,514.61,401.341175
01/03/2025 15:15:00,Buy,513.95,514.72,129.622155
01/03/2025 15:40:00,Sell,515.29,515.21,-220.236500
01/03/2025 15:50:00,Buy,514.79,515.27,-17.725180
01/03/2025 16:00:00,Buy,515.875,516.44,24.6654625
01/03/2025 16:30:00,Buy,517.05,517.1119,-229.41119880
01/03/2025 17:10:00,Sell,517.08,517.75,-598.457160
01/03/2025 18:30:00,Sell,518.23,518.26,-275.218990
01/06/2025 14:30:00,Buy,525.17,526.34,318.257030
01/06/2025 14:50:00,Buy,526.37,527.02,60.912670
01/06/2025 15:30:00,Buy,527,527.2912,-116.32118080
01/06/2025 16:00:00,Sell,527.485,523.38,1764.7267775
01/06/2025 19:00:00,Buy,522.92,523.45,3.407500
01/06/2025 19:15:00,Buy,523.37,523.49,-201.715000
01/06/2025 19:30:00,Sell,523.36,522.34,248.575000
01/06/2025 20:00:00,Buy,522.91,523.94,253.287500
01/06/2025 20:25:00,Sell,523.92,524.02,-311.985000
01/06/2025 20:35:00,Buy,523.72,524.27,13.002500
01/06/2025 20:55:00,Sell,524.52,524.7,-351.600390
01/07/2025 14:30:00,Buy,524.6,525.03,-47.217870
01/07/2025 14:45:00,Buy,524.82,523.65,-843.729030
01/07/2025 15:00:00,Sell,521.03,520.207,151.1907500
01/07/2025 15:10:00,Buy,520.53,521.05,-0.395790
01/07/2025 15:25:00,Sell,520.41,518.65,621.475470
01/07/2025 15:35:00,Buy,516.86,519.76,1202.753450
01/07/2025 16:00:00,Sell,519.6668,518.92,114.89083300
01/07/2025 16:15:00,Buy,519.05,519.97,202.647940
01/07/2025 16:30:00,Sell,518.9,517.3,547.44140
01/07/2025 16:55:00,Sell,517.03,516.833,-162.8451335
01/07/2025 17:30:00,Sell,517.51,516.94,26.809700
01/07/2025 17:40:00,Buy,516.6,518.42,662.967410
01/07/2025 18:15:00,Sell,518.52,517.3,357.363810
01/07/2025 18:45:00,Sell,517.17,517.2,-279.611535
01/07/2025 18:55:00,Buy,517.15,517.281,-196.9699050
01/07/2025 19:05:00,Sell,517.72,516.69,261.012655
01/07/2025 19:40:00,Sell,517.1,516.48,52.637100
01/07/2025 19:50:00,Sell,516.6999,514.4228,900.14625015
01/07/2025 20:30:00,Buy,513.83,515.57,632.254800
01/08/2025 14:30:00,Sell,515.46,513.77,605.323275
01/08/2025 14:40:00,Buy,515.11,515,-323.153435
01/08/2025 15:10:00,Buy,512.38,514.36,761.180970
01/08/2025 15:40:00,Buy,513.97,514.11,-194.126760
01/08/2025 15:50:00,Sell,514.89,514.15,116.573160
01/08/2025 16:05:00,Sell,514.239,514.57,-437.9195310
01/08/2025 16:30:00,Sell,515.1601,514.836,-98.50339380
01/08/2025 17:05:00,Sell,514.3958,511.14,1418.14759570
01/08/2025 17:30:00,Buy,511.5861,513,471.54043485
01/08/2025 18:00:00,Buy,514.28,515.785,515.7730675
01/08/2025 18:30:00,Sell,515.24,514.77,-23.447605
01/08/2025 18:50:00,Buy,513.63,515.975,955.3630950
01/08/2025 19:10:00,Sell,514.44,515.62,-886.500690
01/08/2025 19:20:00,Sell,515.9,514.81,298.815400
01/08/2025 19:40:00,Buy,514.666,515.06,-63.0904860
01/08/2025 20:10:00,Buy,513.8701,514.74,185.97615885
01/08/2025 20:20:00,Sell,515.035,514.54,-10.3290750
01/08/2025 20:35:00,Buy,514.123,515.3101,351.65654435
01/10/2025 14:30:00,Buy,510.68,509.185,-1056.5994275
01/10/2025 14:40:00,Buy,509.77,507.75,-1330.127760
01/10/2025 14:50:00,Sell,507.675,508.35,-622.2645750
