Open,High,Low,Close,Volume,Timestamp,VolumeWeightedAveragePrice,NumberOfTransactions,Date
519.57,519.71,518.4464,518.92,413514,1736266200000,519.1164,4925,01/07/2025 16:10:00
518.95,519.26,518.55,519.05,259795,1736266500000,519.0054,3796,01/07/2025 16:15:00
519.12,519.7,518.59,519.604,435216,1736266800000,519.1289,5245,01/07/2025 16:20:00
519.59,520.3299,519.41,519.97,464291,1736267100000,519.8874,5179,01/07/2025 16:25:00
519.93,520.05,518.66,518.9,458694,1736267400000,519.3332,6118,01/07/2025 16:30:00
518.94,519.65,518.01,519.59,490064,1736267700000,518.6826,5814,01/07/2025 16:35:00
519.57,519.89,518.6,518.73,283392,1736268000000,519.2089,4109,01/07/2025 16:40:00
518.75,519.27,518.56,518.66,188310,1736268300000,518.8729,3147,01/07/2025 16:45:00
518.6201,518.632,517.16,517.3,365303,1736268600000,517.8859,5440,01/07/2025 16:50:00
517.35,517.53,516.82,517.03,279381,1736268900000,517.1275,4802,01/07/2025 16:55:00
517.08,517.6999,517.03,517.2,249906,1736269200000,517.3469,3082,01/07/2025 17:00:00
517.1899,517.44,516.92,517.31,214079,1736269500000,517.1042,2923,01/07/2025 17:05:00
517.23,517.86,516.79,517.79,238830,1736269800000,517.3199,3399,01/07/2025 17:10:00
517.77,517.98,517.27,517.689,185576,1736270100000,517.713,3053,01/07/2025 17:15:00
517.69,517.76,516.89,516.95,224198,1736270400000,517.3732,3170,01/07/2025 17:20:00
517.06,517.1,516.43,516.833,257426,1736270700000,516.7823,3641,01/07/2025 17:25:00
516.899,517.75,516.79,517.51,304546,1736271000000,519.7721,2937,01/07/2025 17:30:00
517.43,517.5105,516.65,516.94,582029,1736271300000,517.5556,3335,01/07/2025 17:35:00
516.91,517.11,516.45,516.6,286768,1736271600000,519.5248,2748,01/07/2025 17:40:00
516.61,516.61,516.05,516.31,256423,1736271900000,516.3172,3906,01/07/2025 17:45:00
516.4,516.58,515.88,516.58,210948,1736272200000,516.2031,3814,01/07/2025 17:50:00
516.545,517.34,516.48,517.28,275376,1736272500000,516.8362,3568,01/07/2025 17:55:00
517.27,517.73,517.17,517.6036,235799,1736272800000,517.4423,3331,01/07/2025 18:00:00
517.61,518.245,517.52,518.14,195557,1736273100000,517.9183,3164,01/07/2025 18:05:00
518.14,518.43,518,518.42,342298,1736273400000,520.0729,2946,01/07/2025 18:10:00
518.43,518.64,518.07,518.52,172089,1736273700000,518.3616,2656,01/07/2025 18:15:00
518.49,518.825,518.38,518.63,147341,1736274000000,518.5844,2859,01/07/2025 18:20:00
518.67,519.03,518.56,518.8099,320598,1736274300000,520.6632,2738,01/07/2025 18:25:00
518.78,518.78,518.16,518.22,145857,1736274600000,518.381,2789,01/07/2025 18:30:00
518.22,518.35,517.59,517.75,143004,1736274900000,517.9056,2661,01/07/2025 18:35:00
517.77,517.79,517.07,517.3,193882,1736275200000,517.3597,2638,01/07/2025 18:40:00
517.33,517.45,517.1,517.17,241458,1736275500000,520.3536,2593,01/07/2025 18:45:00
517.17,517.45,517.02,517.2,190196,1736275800000,517.339,2650,01/07/2025 18:50:00
517.23,517.245,516.88,517.15,178986,1736276100000,517.0772,2899,01/07/2025 18:55:00
517.1,517.65,517.05,517.281,320666,1736276400000,519.65,3028,01/07/2025 19:00:00
517.19,517.78,517.16,517.72,182474,1736276700000,517.5439,2496,01/07/2025 19:05:00
517.7,518,517.62,517.6321,249129,1736277000000,517.811,2681,01/07/2025 19:10:00
517.65,517.65,517.27,517.37,232800,1736277300000,517.4174,2736,01/07/2025 19:15:00
517.38,517.48,516.97,517.3,287254,1736277600000,517.1843,3050,01/07/2025 19:20:00
517.36,517.66,517.318,517.57,254661,1736277900000,517.4759,2938,01/07/2025 19:25:00
517.57,517.63,517.04,517.21,232717,1736278200000,517.2637,2723,01/07/2025 19:30:00
517.19,517.28,516.61,516.69,266816,1736278500000,516.8915,3288,01/07/2025 19:35:00
516.65,517.18,516.28,517.1,618976,1736278800000,516.5145,4403,01/07/2025 19:40:00
517.08,517.315,516.4,516.48,299047,1736279100000,516.9182,3369,01/07/2025 19:45:00
516.51,516.97,516.465,516.6999,263616,1736279400000,516.7331,3076,01/07/2025 19:50:00
516.73,516.7979,516.495,516.5855,538033,1736279700000,521.1793,3081,01/07/2025 19:55:00
516.66,516.73,516,516.3899,301365,1736280000000,516.3093,3976,01/07/2025 20:00:00
516.381,516.63,515.69,515.81,638637,1736280300000,516.3563,4609,01/07/2025 20:05:00
515.72,515.74,515.18,515.39,356966,1736280600000,515.4683,4925,01/07/2025 20:10:00
515.43,515.67,515.1601,515.24,248406,1736280900000,515.4015,3687,01/07/2025 20:15:00
515.23,515.27,514.45,514.57,723079,1736281200000,516.2094,6576,01/07/2025 20:20:00
514.62,515.03,514.39,514.4228,305193,1736281500000,514.6727,4185,01/07/2025 20:25:00
514.43,514.78,513.78,513.83,416853,1736281800000,514.3105,5866,01/07/2025 20:30:00
513.82,514.39,513.28,514.37,614405,1736282100000,513.7263,7262,01/07/2025 20:35:00
514.36,515.15,514.22,514.27,766294,1736282400000,514.7149,8081,01/07/2025 20:40:00
514.27,515.02,514.023,514.86,483214,1736282700000,516.6793,5579,01/07/2025 20:45:00
514.83,515.3199,514.48,515.12,953827,1736283000000,516.9927,9665,01/07/2025 20:50:00
515.11,515.49,514.93,515.15,1795897,1736283300000,515.7208,15918,01/07/2025 20:55:00
515.14,515.74,515.14,515.57,333114,1736283600000,515.3775,1157,01/07/2025 21:00:00
515.6492,515.82,515.18,515.73,273617,1736283900000,522.332,440,01/07/2025 21:05:00
515.7,515.91,515.68,515.91,359601,1736284200000,515.1112,270,01/07/2025 21:10:00
515.84,515.9999,515.7808,515.93,231275,1736284500000,523.6023,248,01/07/2025 21:15:00
515.83,515.83,515.61,515.75,51913,1736284800000,515.3435,222,01/07/2025 21:20:00
515.78,515.8,515.63,515.74,26475,1736285100000,515.7017,209,01/07/2025 21:25:00
515.8,515.8,515.69,515.7299,3678,1736285400000,515.76,90,01/07/2025 21:30:00
515.75,515.7695,515.5899,515.64,32553,1736285700000,515.6493,213,01/07/2025 21:35:00
515.62,515.66,515.55,515.66,15967,1736286000000,515.63,163,01/07/2025 21:40:00
515.7,515.75,515.6401,515.7,6165,1736286300000,515.682,119,01/07/2025 21:45:00
515.67,515.67,515.42,515.42,18930,1736286600000,515.5281,186,01/07/2025 21:50:00
515.47,515.5499,515.47,515.53,5709,1736286900000,515.4946,108,01/07/2025 21:55:00
515.5611,515.61,515.5519,515.57,2586,1736287200000,515.5873,77,01/07/2025 22:00:00
515.58,515.58,515.42,515.43,12590,1736287500000,515.4789,192,01/07/2025 22:05:00
515.42,515.6,515.42,515.54,12709,1736287800000,515.5213,190,01/07/2025 22:10:00
515.599,515.599,515.56,515.58,2333,1736288100000,515.5741,48,01/07/2025 22:15:00
515.59,515.5999,515.5,515.5992,6293,1736288400000,515.5643,92,01/07/2025 22:20:00
515.55,515.569,515.5001,515.569,1567,1736288700000,515.523,85,01/07/2025 22:25:00
515.53,515.57,515.5173,515.5173,1741,1736289000000,515.5431,72,01/07/2025 22:30:00
515.5486,515.57,515.5009,515.57,2906,1736289300000,515.5179,29,01/07/2025 22:35:00
515.56,515.57,515.54,515.57,692,1736289600000,515.5585,33,01/07/2025 22:40:00
515.56,515.57,515.56,515.57,1652,1736289900000,515.5605,36,01/07/2025 22:45:00
515.56,515.56,515.5319,515.5319,1893,1736290200000,515.5609,529,01/07/2025 22:50:00
515.51,515.55,515.5,515.55,2718,1736290500000,515.5446,106,01/07/2025 22:55:00
515.55,515.55,515.18,515.28,16058,1736290800000,515.3348,202,01/07/2025 23:00:00
515.27,515.27,514.84,514.9126,24535,1736291100000,515.0493,260,01/07/2025 23:05:00
514.99,515.24,514.99,515.1599,5011,1736291400000,515.1135,104,01/07/2025 23:10:00
515.15,515.3,515.15,515.28,8307,1736291700000,515.2258,77,01/07/2025 23:15:00
515.3,515.4,515.2301,515.351,5399,1736292000000,515.3212,54,01/07/2025 23:20:00
515.39,515.53,515.39,515.41,8008,1736292300000,515.4662,92,01/07/2025 23:25:00
515.4201,515.5,515.4201,515.5,1186,1736292600000,515.4639,48,01/07/2025 23:30:00
515.56,515.7499,515.56,515.67,7100,1736292900000,515.7025,69,01/07/2025 23:35:00
515.65,515.7098,515.58,515.591,2751,1736293200000,515.6249,62,01/07/2025 23:40:00
515.5,515.59,515.48,515.52,2274,1736293500000,515.5196,60,01/07/2025 23:45:00
515.51,515.81,515.51,515.78,9322,1736293800000,515.7383,89,01/07/2025 23:50:00
515.77,516.01,515.77,515.9899,10355,1736294100000,515.9314,107,01/07/2025 23:55:00
516,516.12,515.95,516.07,5045,1736294400000,516.0616,80,01/08/2025 00:00:00
515.92,515.94,515.89,515.94,1573,1736294700000,515.9006,39,01/08/2025 00:05:00
516.09,516.26,516.09,516.22,6672,1736295000000,516.2323,80,01/08/2025 00:10:00
516.21,516.29,516.21,516.29,4207,1736295300000,516.2533,66,01/08/2025 00:15:00
516.2,516.25,516.1,516.24,14017,1736295600000,516.2007,77,01/08/2025 00:20:00
516.24,516.27,516.2,516.22,2895,1736295900000,516.2176,74,01/08/2025 00:25:00
516.16,516.18,516.15,516.16,4081,1736296200000,516.1644,53,01/08/2025 00:30:00
516.2,516.4,516.19,516.4,3263,1736296500000,516.2661,77,01/08/2025 00:35:00
516.4,516.45,516.33,516.33,2272,1736296800000,516.415,44,01/08/2025 00:40:00
516.3,516.42,516.3,516.4,2191,1736297100000,516.3602,57,01/08/2025 00:45:00
516.37,516.37,516.15,516.2,3717,1736297400000,516.2116,86,01/08/2025 00:50:00
516.13,516.36,516.13,516.29,26527,1736297700000,516.2654,132,01/08/2025 00:55:00
516.54,516.9,516.54,516.88,4554,1736326800000,516.7167,146,01/08/2025 09:00:00
516.84,516.9,516.81,516.9,2409,1736327100000,516.8629,61,01/08/2025 09:05:00
516.99,517.02,516.83,516.86,4057,1736327400000,516.9447,84,01/08/2025 09:10:00
516.85,516.99,516.84,516.99,2545,1736327700000,516.8959,44,01/08/2025 09:15:00
516.97,516.97,516.87,516.9,3000,1736328000000,516.907,41,01/08/2025 09:20:00
516.83,516.92,516.72,516.72,2650,1736328300000,516.8417,56,01/08/2025 09:25:00
516.77,516.77,516.61,516.62,2532,1736328600000,516.6443,43,01/08/2025 09:30:00
516.7,516.75,516.63,516.63,1039,1736328900000,516.6964,28,01/08/2025 09:35:00
516.65,516.68,516.65,516.68,744,1736329200000,516.6617,24,01/08/2025 09:40:00
516.66,516.72,516.65,516.72,478,1736329500000,516.6769,13,01/08/2025 09:45:00
516.6,516.6,516.57,516.6,626,1736329800000,516.5847,23,01/08/2025 09:50:00
516.9,516.9,516.9,516.9,313,1736330100000,516.9291,10,01/08/2025 09:55:00
516.99,517.27,516.99,517.27,3168,1736330400000,517.1211,44,01/08/2025 10:00:00
517,517.02,517,517,664,1736330700000,517.0079,18,01/08/2025 10:05:00
517.01,517.02,516.89,516.89,697,1736331000000,517.0014,23,01/08/2025 10:10:00
517.02,517.09,517.02,517.02,913,1736331300000,517.0355,22,01/08/2025 10:15:00
517.04,517.04,517.04,517.04,301,1736331900000,517.0421,3,01/08/2025 10:25:00
517.2,517.2,516.96,516.96,1319,1736332200000,517.0515,34,01/08/2025 10:30:00
516.96,517.01,516.96,517.01,778,1736332500000,516.9762,19,01/08/2025 10:35:00
517.01,517.1,517.01,517.1,892,1736332800000,517.0397,22,01/08/2025 10:40:00
517.17,517.17,517.13,517.13,809,1736333100000,517.1507,17,01/08/2025 10:45:00
517.2,517.38,517.2,517.26,4031,1736333400000,517.333,58,01/08/2025 10:50:00
517.26,517.38,517.26,517.38,1407,1736333700000,517.3229,28,01/08/2025 10:55:00
517.3,517.38,517.3,517.35,2021,1736334000000,517.346,27,01/08/2025 11:00:00
517.33,517.33,517.2,517.2,1299,1736334300000,517.2865,36,01/08/2025 11:05:00
517.31,517.31,516.97,516.97,2916,1736334600000,517.1848,49,01/08/2025 11:10:00
516.94,516.94,516.78,516.94,1820,1736334900000,516.8801,44,01/08/2025 11:15:00
516.7,516.7,516.49,516.49,9329,1736335200000,516.5939,122,01/08/2025 11:20:00
516.52,516.53,515.64,515.87,19526,1736335500000,515.8656,218,01/08/2025 11:25:00
515.91,515.91,513.85,514.63,40698,1736335800000,514.6537,383,01/08/2025 11:30:00
514.59,515,513.76,513.76,35680,1736336100000,514.4353,273,01/08/2025 11:35:00
513.91,514.35,513.5,514.17,34504,1736336400000,513.8953,270,01/08/2025 11:40:00
514.3,515.11,514.14,514.85,20856,1736336700000,514.5827,155,01/08/2025 11:45:00
514.92,515.37,514.75,515,14769,1736337000000,515.0646,140,01/08/2025 11:50:00
514.97,515.53,514.97,515.29,12233,1736337300000,515.3101,148,01/08/2025 11:55:00
515.39,515.39,514.2,514.2,22420,1736337600000,514.7106,289,01/08/2025 12:00:00
514.2,514.88,514.07,514.65,11661,1736337900000,514.4425,155,01/08/2025 12:05:00
514.65,515.01,513.98,514.09,28721,1736338200000,514.633,231,01/08/2025 12:10:00
514.11,514.11,513.17,513.31,30463,1736338500000,513.6255,306,01/08/2025 12:15:00
513.25,513.29,512.74,513.05,71374,1736338800000,513.0648,526,01/08/2025 12:20:00
512.89,513.05,512.35,512.59,36504,1736339100000,512.7495,324,01/08/2025 12:25:00
512.6,512.65,511.92,512.06,52494,1736339400000,512.1723,433,01/08/2025 12:30:00
512.3,513.7,512.3,513.48,80372,1736339700000,513.0771,571,01/08/2025 12:35:00
513.27,513.56,512.96,513.53,30744,1736340000000,513.2797,216,01/08/2025 12:40:00
513.41,513.63,512.94,512.95,15055,1736340300000,513.2469,206,01/08/2025 12:45:00
512.86,513.17,512.71,512.84,17637,1736340600000,512.891,213,01/08/2025 12:50:00
512.83,512.84,512.5,512.83,13624,1736340900000,512.6913,202,01/08/2025 12:55:00
514.84,517.25,511.9393,514.44,225557,1736341200000,514.3819,2264,01/08/2025 13:00:00
514.43,514.43,513.58,513.97,88293,1736341500000,513.9572,549,01/08/2025 13:05:00
513.961,514.2,513.81,513.87,44731,1736341800000,513.9957,321,01/08/2025 13:10:00
514.02,514.77,513.9501,514.23,56746,1736342100000,514.4172,447,01/08/2025 13:15:00
514.23,515.541,514.23,515.3587,38728,1736342400000,514.9499,350,01/08/2025 13:20:00
515.419,515.88,514.8,515.02,80947,1736342700000,515.3934,572,01/08/2025 13:25:00
515.27,515.97,514.14,514.33,74260,1736343000000,515.1278,627,01/08/2025 13:30:00
514.42,515,514.33,514.55,35989,1736343300000,514.6872,323,01/08/2025 13:35:00
514.56,514.72,514.17,514.25,31559,1736343600000,514.4874,314,01/08/2025 13:40:00
514.4,514.95,514.35,514.89,26632,1736343900000,514.6325,269,01/08/2025 13:45:00
514.93,515.1,514.5001,515.0101,23148,1736344200000,514.9419,205,01/08/2025 13:50:00
515.028,515.68,515.01,515.58,51468,1736344500000,515.4298,400,01/08/2025 13:55:00
515.62,515.89,515.2,515.2,42491,1736344800000,515.5401,358,01/08/2025 14:00:00
515.25,515.27,514.8,514.95,36996,1736345100000,515.0411,312,01/08/2025 14:05:00
514.97,515.31,514.7,514.7,31666,1736345400000,515.0863,305,01/08/2025 14:10:00
514.66,514.8016,514.53,514.67,32408,1736345700000,514.6593,276,01/08/2025 14:15:00
514.62,514.87,514.42,514.54,39403,1736346000000,514.6319,318,01/08/2025 14:20:00
514.58,515.39,514.58,515.06,45778,1736346300000,514.9473,578,01/08/2025 14:25:00
515.08,515.58,514.19,515.46,751881,1736346600000,514.7962,9160,01/08/2025 14:30:00
515.42,515.8,513.68,513.77,509295,1736346900000,514.7865,7128,01/08/2025 14:35:00
513.775,515.19,513.52,515.11,445577,1736347200000,514.3421,6266,01/08/2025 14:40:00
515.07,515.49,513.8649,515.41,515418,1736347500000,514.8597,7086,01/08/2025 14:45:00
515.35,515.7,513.41,514.21,446895,1736347800000,514.55,6655,01/08/2025 14:50:00
514.27,515.059,513.94,514.8,520534,1736348100000,514.7311,5274,01/08/2025 14:55:00
514.73,516.29,514.5,515.92,700431,1736348400000,515.8032,7275,01/08/2025 15:00:00
515.92,515.95,514.8301,515,358096,1736348700000,515.222,5078,01/08/2025 15:05:00
515.04,515.37,512.27,512.38,607891,1736349000000,513.6027,9273,01/08/2025 15:10:00
512.4,513.7201,512.1,513.49,598875,1736349300000,512.7935,8958,01/08/2025 15:15:00
513.48,514.15,512.31,513.91,449938,1736349600000,513.169,5183,01/08/2025 15:20:00
513.93,514.38,513.16,513.49,261550,1736349900000,513.8062,4273,01/08/2025 15:25:00
513.45,513.92,513.21,513.89,124912,1736350200000,513.6302,3076,01/08/2025 15:30:00
513.821,515.41,513.821,514.36,337248,1736350500000,514.8686,9250,01/08/2025 15:35:00
514.35,514.561,513.73,513.97,198589,1736350800000,514.186,3633,01/08/2025 15:40:00
513.91,514.24,513.44,514.11,213532,1736351100000,513.9221,3473,01/08/2025 15:45:00
514.14,515.27,514.14,514.89,207597,1736351400000,514.7774,3835,01/08/2025 15:50:00
514.94,515.25,514.7,515.08,154538,1736351700000,515.0376,2993,01/08/2025 15:55:00
515.11,515.26,514.15,514.15,187889,1736352000000,514.672,3193,01/08/2025 16:00:00
514.19,514.53,513.41,514.239,278595,1736352300000,513.9633,4257,01/08/2025 16:05:00
514.24,514.949,514.24,514.6207,143721,1736352600000,514.6039,2764,01/08/2025 16:10:00
514.58,514.7291,514.22,514.59,319057,1736352900000,514.5015,1959,01/08/2025 16:15:00
514.65,515.45,514.65,515.2,212130,1736353200000,515.15,2952,01/08/2025 16:20:00
515.26,515.31,514.49,514.57,218805,1736353500000,514.928,2419,01/08/2025 16:25:00
514.58,515.41,514.58,515.1601,191114,1736353800000,515.2028,2821,01/08/2025 16:30:00
515.17,516.22,515.17,515.935,293463,1736354100000,515.8247,3350,01/08/2025 16:35:00
515.93,516.5703,515.59,516.376,294352,1736354400000,516.1594,3870,01/08/2025 16:40:00
516.4,516.486,516,516.01,152957,1736354700000,516.2477,2198,01/08/2025 16:45:00
516.02,516.065,515.6,515.808,185099,1736355000000,515.8656,2231,01/08/2025 16:50:00
515.765,515.95,515.4,515.83,120505,1736355300000,515.7405,1867,01/08/2025 16:55:00
515.83,515.83,514.83,514.836,240014,1736355600000,515.3461,2508,01/08/2025 17:00:00
514.88,514.93,514.02,514.3958,239458,1736355900000,514.4687,2915,01/08/2025 17:05:00
514.36,514.41,513.39,513.51,213867,1736356200000,513.9139,3019,01/08/2025 17:10:00
513.5,513.82,513.1,513.38,280955,1736356500000,514.0804,2465,01/08/2025 17:15:00
513.4,513.59,512.2501,512.4407,346166,1736356800000,512.869,4233,01/08/2025 17:20:00
512.495,512.64,510.848,511.14,441684,1736357100000,511.8739,6921,01/08/2025 17:25:00
511.2,511.8,510.57,511.5861,410961,1736357400000,511.2977,5381,01/08/2025 17:30:00
511.64,512.0799,511.36,511.54,232320,1736357700000,511.7196,3186,01/08/2025 17:35:00
511.43,512.52,511.3801,512.42,353095,1736358000000,512.1592,4069,01/08/2025 17:40:00
512.41,512.65,511.93,512.08,235822,1736358300000,512.299,2643,01/08/2025 17:45:00
512.08,512.94,512.08,512.675,163073,1736358600000,512.6054,2365,01/08/2025 17:50:00
512.7,513.41,512.45,513,194932,1736358900000,513.0049,2819,01/08/2025 17:55:00
512.99,514.99,512.93,514.28,526468,1736359200000,513.8276,5523,01/08/2025 18:00:00
514.3,514.615,513.832,514.17,280486,1736359500000,514.2552,3270,01/08/2025 18:05:00
514.23,514.82,514.1,514.63,234021,1736359800000,514.5426,2832,01/08/2025 18:10:00
514.65,515.23,514.6,515.1545,666829,1736360100000,515.0134,2187,01/08/2025 18:15:00
515.061,515.31,514.65,515.31,225034,1736360400000,514.9908,2744,01/08/2025 18:20:00
515.3149,516.28,515.26,515.785,503098,1736360700000,515.8307,5112,01/08/2025 18:25:00
515.78,515.79,515.12,515.24,240992,1736361000000,515.4359,3736,01/08/2025 18:30:00
515.25,515.87,515.24,515.81,119989,1736361300000,515.5735,1949,01/08/2025 18:35:00
515.795,515.795,515.14,515.59,182855,1736361600000,515.3881,2060,01/08/2025 18:40:00
515.55,515.59,514.74,514.77,181918,1736361900000,515.0475,2625,01/08/2025 18:45:00
514.79,514.968,513.34,513.63,315441,1736362200000,513.9226,3738,01/08/2025 18:50:00
513.63,514.46,513.43,514.3701,331238,1736362500000,514.0072,3821,01/08/2025 18:55:00
514.43,514.46,513.49,514.08,267193,1736362800000,514.0075,3657,01/08/2025 19:00:00
514.11,516.05,514.1099,515.975,426566,1736363100000,514.9671,5544,01/08/2025 19:05:00
515.95,515.9576,514.38,514.44,227411,1736363400000,515.2772,3270,01/08/2025 19:10:00
514.49,515.67,514.49,515.62,179299,1736363700000,515.2915,2495,01/08/2025 19:15:00
515.566,516.19,515.34,515.9,204332,1736364000000,515.8,2666,01/08/2025 19:20:00
515.93,516.9199,515.59,516.63,364082,1736364300000,516.4043,4428,01/08/2025 19:25:00
516.56,516.56,515.06,515.1201,764303,1736364600000,515.4345,4035,01/08/2025 19:30:00
515.2,515.56,514.81,514.81,182984,1736364900000,515.1996,2892,01/08/2025 19:35:00
514.83,514.99,514.23,514.666,267485,1736365200000,514.6504,3479,01/08/2025 19:40:00
514.6,515.119,514.39,514.79,213674,1736365500000,514.7348,2833,01/08/2025 19:45:00
514.87,515.0704,514.3,514.4,164136,1736365800000,514.736,2534,01/08/2025 19:50:00
514.42,514.92,514.26,514.69,349066,1736366100000,514.6254,2996,01/08/2025 19:55:00
514.71,515.07,514.61,515.06,208131,1736366400000,514.8383,2305,01/08/2025 20:00:00
515.02,515.12,514.4,514.62,213847,1736366700000,514.6793,2679,01/08/2025 20:05:00
514.6,514.86,513.85,513.8701,275659,1736367000000,514.3293,3449,01/08/2025 20:10:00
513.91,514.939,513.91,514.74,203960,1736367300000,514.565,2701,01/08/2025 20:15:00
514.79,515.17,514.68,515.035,155417,1736367600000,514.921,2241,01/08/2025 20:20:00
515.07,515.22,514.76,515.02,177415,1736367900000,514.9517,2231,01/08/2025 20:25:00
514.99,515.17,514.5,514.54,312067,1736368200000,514.9604,2984,01/08/2025 20:30:00
514.53,514.76,514.11,514.123,646024,1736368500000,514.6137,3085,01/08/2025 20:35:00
514.15,514.99,514.07,514.89,259082,1736368800000,514.5312,3672,01/08/2025 20:40:00
514.87,515,514.625,514.71,328291,1736369100000,514.807,4368,01/08/2025 20:45:00
514.7,515.3321,514.65,515.17,707122,1736369400000,514.9305,8852,01/08/2025 20:50:00
515.15,515.69,514.89,515.3,1139333,1736369700000,515.2366,13427,01/08/2025 20:55:00
515.32,516,515.09,515.3101,247948,1736370000000,515.6733,1398,01/08/2025 21:00:00
515.32,515.38,514.98,515.3,174911,1736370300000,515.2264,606,01/08/2025 21:05:00
515.28,515.32,514.93,515,1228402,1736370600000,515.2935,404,01/08/2025 21:10:00
515.13,515.25,514.6,515.17,32801,1736370900000,514.7324,111,01/08/2025 21:15:00
515.17,515.18,514.96,515.07,51507,1736371200000,515.2149,138,01/08/2025 21:20:00
515.09,515.38,515.09,515.37,40591,1736371500000,515.2739,207,01/08/2025 21:25:00
515.37,515.38,514.63,514.75,78018,1736371800000,515.167,430,01/08/2025 21:30:00
514.72,514.72,514,514.155,137838,1736372100000,514.259,813,01/08/2025 21:35:00
514.25,514.5,514.18,514.45,383367,1736372400000,514.7491,632,01/08/2025 21:40:00
514.44,514.57,514.36,514.57,84109,1736372700000,514.4685,365,01/08/2025 21:45:00
514.44,514.62,514.39,514.6,64786,1736373000000,514.4953,289,01/08/2025 21:50:00
514.6081,514.6081,514.45,514.4999,23935,1736373300000,514.532,208,01/08/2025 21:55:00
514.47,514.5,514.3,514.3,38776,1736373600000,514.3831,164,01/08/2025 22:00:00
514.26,514.4,514.23,514.3201,28854,1736373900000,514.2716,184,01/08/2025 22:05:00
514.37,514.44,514.35,514.44,20451,1736374200000,514.3766,96,01/08/2025 22:10:00
514.3701,514.44,514.3601,514.4,3543,1736374500000,513.6348,60,01/08/2025 22:15:00
514.4,514.44,514.36,514.36,7632,1736374800000,513.6877,65,01/08/2025 22:20:00
514.4,514.4,514.35,514.35,1437,1736375100000,514.3772,32,01/08/2025 22:25:00
514.33,514.33,514.33,514.33,191,1736375400000,514.3301,4,01/08/2025 22:30:00
514.4,514.4,514.3,514.3,323,1736375700000,514.339,21,01/08/2025 22:35:00
514.4,514.43,514.4,514.43,1993,1736376000000,514.4063,37,01/08/2025 22:40:00
514.43,514.43,514.39,514.39,546,1736376300000,514.4059,37,01/08/2025 22:45:00
514.43,514.44,514.35,514.44,1817,1736376600000,514.3997,46,01/08/2025 22:50:00
514.4,514.5,514.4,514.5,6606,1736376900000,514.4413,63,01/08/2025 22:55:00
514.46,514.56,514.26,514.48,23048,1736377200000,514.3967,154,01/08/2025 23:00:00
514.42,514.42,514.36,514.42,3675,1736377500000,514.4051,45,01/08/2025 23:05:00
514.53,514.74,514.53,514.73,6526,1736377800000,514.66,74,01/08/2025 23:10:00
514.7,514.72,514.65,514.65,5843,1736378100000,514.6869,55,01/08/2025 23:15:00
514.72,514.87,514.72,514.87,11450,1736378400000,514.7383,59,01/08/2025 23:20:00
514.88,514.88,514.88,514.88,106,1736378700000,514.8786,4,01/08/2025 23:25:00
514.83,514.83,514.6701,514.68,4427,1736379000000,514.6767,26,01/08/2025 23:30:00
514.59,514.59,514.28,514.28,1592,1736379900000,514.4571,65,01/08/2025 23:45:00
514.36,514.48,514.36,514.38,2242,1736380200000,514.3932,41,01/08/2025 23:50:00
514.26,514.26,514.2,514.2,648,1736380500000,514.2576,47,01/08/2025 23:55:00
514.3,514.3,514.21,514.21,881,1736380800000,514.2324,22,01/09/2025 00:00:00
514.17,514.34,514,514.01,7428,1736381100000,514.1032,97,01/09/2025 00:05:00
514,514.05,513.65,513.84,15375,1736381400000,513.8337,124,01/09/2025 00:10:00
513.82,514.03,513.82,513.99,1977,1736381700000,513.9649,30,01/09/2025 00:15:00
513.99,514.13,513.98,514.13,9720,1736382000000,513.9931,39,01/09/2025 00:20:00
514.12,514.12,513.64,513.64,4615,1736382300000,513.9376,93,01/09/2025 00:25:00
513.64,513.7,513.36,513.36,3373,1736382600000,513.4992,71,01/09/2025 00:30:00
513.54,513.54,513.14,513.22,15378,1736382900000,513.3114,115,01/09/2025 00:35:00
513.35,513.44,513.16,513.43,3583,1736383200000,513.359,76,01/09/2025 00:40:00
513.6,513.69,513.58,513.58,1328,1736383500000,513.6161,30,01/09/2025 00:45:00
513.71,513.83,513.65,513.83,2056,1736383800000,513.7656,46,01/09/2025 00:50:00
513.8,513.97,513.7891,513.9301,7890,1736384100000,513.9177,88,01/09/2025 00:55:00
513.62,513.73,513.04,513.07,10396,1736499600000,513.4597,372,01/10/2025 09:00:00
513.02,513.17,512.91,513.17,4581,1736499900000,513.0729,127,01/10/2025 09:05:00
512.86,513.54,512.85,513.54,9614,1736500200000,513.1597,137,01/10/2025 09:10:00
513.59,513.64,513.48,513.57,9139,1736500500000,513.5308,105,01/10/2025 09:15:00
513.5,513.72,513.43,513.72,1036,1736500800000,513.5687,48,01/10/2025 09:20:00
513.41,513.47,513.39,513.47,581,1736501100000,513.4104,10,01/10/2025 09:25:00
513.5,513.5,513.5,513.5,136,1736501400000,513.5249,12,01/10/2025 09:30:00
513.55,513.64,513.55,513.64,474,1736501700000,513.6203,14,01/10/2025 09:35:00
513.62,513.71,513.35,513.35,3318,1736502000000,513.5438,75,01/10/2025 09:40:00
513.16,513.5,513.16,513.43,1931,1736502300000,513.4332,37,01/10/2025 09:45:00
513.49,513.56,513.42,513.56,2348,1736502600000,513.4956,21,01/10/2025 09:50:00
513.44,513.44,513.43,513.43,1610,1736502900000,513.437,14,01/10/2025 09:55:00
